Hostname,Host groups,MAC address,OS version,Manufacturer,Last seen,Asset management,Sensor ID,Tags,Site name,Platform,Site Name,Device Hostname,Device Description,Software,Version
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),Intel(R) Processor Graphics,26.20.100.7323
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),Intel(R) Management Engine Components,1937.12.0.1312
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),Intel(R) Chipset Device Software,10.1.18121.8164
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),FreewayMsrLib POI Device Drivers,1.2.11.0
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),Freedompay StandAlone Service,2.0.5.7
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),FreedomPay Remote Update Service,1.9.0.1
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),DigitalPersona Biometric SDK Runtime,3.5.0.233
laxknpr7-006,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-4F-DD,Windows 10,"Oracle America, Inc",2026-03-05T22:03:26Z,Managed,98e188acb2264abfbf27f6ca2f3a6ce5,hollywood grande,,Windows,hollywood grande,laxknpr7-006,Terrace (Bar Station Right),Datto RMM,4.4.10516.10516
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,12.0.21005.1
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30139,14.29.30139.0
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30135,14.29.30135.0
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Sentinel Agent,24.1.257
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),WIN32 CAL Client,3.1.4.160
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Microsoft POS for .NET 1.14.1,1.14.1708.8001
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Intel(R) Wireless Bluetooth(R),21.40.1.1
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Intel(R) Serial IO,30.100.1915.1
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Intel(R) Processor Graphics,26.20.100.7323
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Datto RMM,4.4.10516.10516
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),DigitalPersona Biometric SDK Runtime,3.5.0.233
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),FreedomPay Remote Update Service,1.9.0.1
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Freedompay StandAlone Service,2.0.5.7
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),FreewayMsrLib POI Device Drivers,1.2.11.0
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Intel(R) Chipset Device Software,10.1.18121.8164
laxknpr7-005,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-17-84,Windows 10,"Oracle America, Inc",2026-03-05T21:41:33Z,Managed,e0cf307f89ef4a0a8234a5aec4bf70b5,hollywood grande,,Windows,hollywood grande,laxknpr7-005,Terrace (Server Station),Intel(R) Management Engine Components,1937.12.0.1312
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Sentinel Agent,24.1.257
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),WIN32 CAL Client,3.1.4.160
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30135,14.29.30135.0
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30139,14.29.30139.0
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,12.0.21005.1
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Datto RMM,4.4.10516.10516
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),DigitalPersona Biometric SDK Runtime,3.5.0.233
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),FreedomPay Remote Update Service,1.9.0.1
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Freedompay StandAlone Service,2.0.5.7
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),FreewayMsrLib POI Device Drivers,1.2.11.0
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Intel(R) Chipset Device Software,10.1.18121.8164
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Intel(R) Management Engine Components,1937.12.0.1312
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Intel(R) Processor Graphics,26.20.100.7323
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Intel(R) Serial IO,30.100.1915.1
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Intel(R) Wireless Bluetooth(R),21.40.1.1
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Microsoft POS for .NET 1.14.1,1.14.1708.8001
laxknpr7-003,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3E-5B,Windows 10,"Oracle America, Inc",2026-03-05T21:47:47Z,Managed,4cf36e9b83bf42feabf9d5c3b556122a,hollywood grande,,Windows,hollywood grande,laxknpr7-003,Mes Amis (Bar Station Right Guest Facing),Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Datto RMM,4.4.10516.10516
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,DigitalPersona Biometric SDK Runtime,3.5.0.233
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,FreedomPay Remote Update Service,1.9.0.1
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Freedompay StandAlone Service,2.0.5.7
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,FreewayMsrLib POI Device Drivers,1.2.11.0
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Intel(R) Chipset Device Software,10.1.18121.8164
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Intel(R) Management Engine Components,1937.12.0.1312
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Intel(R) Processor Graphics,26.20.100.7323
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Intel(R) Serial IO,30.100.1915.1
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Intel(R) Wireless Bluetooth(R),21.40.1.1
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Microsoft POS for .NET 1.14.1,1.14.1708.8001
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Microsoft Visual C++ 2012 Redistributable (x86) - 11.0.61030,11.0.61030.0
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.21005,12.0.21005.1
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Microsoft Visual C++ 2015-2019 Redistributable (x64) - 14.29.30139,14.29.30139.0
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Microsoft Visual C++ 2015-2019 Redistributable (x86) - 14.29.30135,14.29.30135.0
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Sentinel Agent,24.1.257
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,WIN32 CAL Client,3.1.4.155
laxknpr7-001,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-3F-A7,Windows 10,"Oracle America, Inc",2026-03-05T22:02:20Z,Managed,c53da0e33fb740c6b7b36cd2a177ae46,hollywood grande,,Windows,hollywood grande,laxknpr7-001,Lobby Bar,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
laxknpr7-009,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-5D-BE,Windows 10,"Oracle America, Inc",2026-03-05T22:01:54Z,Managed,dccecc90dc7844faabe231ea1a31bda2,hollywood grande,,Windows,hollywood grande,laxknpr7-009,Mes Amis (Bar Station Left Guest Facing),Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.17,9.0.30729
laxknpr7-009,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-5D-BE,Windows 10,"Oracle America, Inc",2026-03-05T22:01:54Z,Managed,dccecc90dc7844faabe231ea1a31bda2,hollywood grande,,Windows,hollywood grande,laxknpr7-009,Mes Amis (Bar Station Left Guest Facing),Microsoft POS for .NET 1.14.1,1.14.1708.8001
laxknpr7-009,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-5D-BE,Windows 10,"Oracle America, Inc",2026-03-05T22:01:54Z,Managed,dccecc90dc7844faabe231ea1a31bda2,hollywood grande,,Windows,hollywood grande,laxknpr7-009,Mes Amis (Bar Station Left Guest Facing),Intel(R) Wireless Bluetooth(R),21.40.1.1
laxknpr7-009,eb1b27a9dd534c939ff995bb7d1b6383,00-A0-A4-2C-5D-BE,Windows 10,"Oracle America, Inc",2026-03-05T22:01:54Z,Managed,dccecc90dc7844faabe231ea1a31bda2,hollywood grande,,Windows,hollywood grande,laxknpr7-009,Mes Amis (Bar Station Left Guest Facing),Intel(R) Serial IO,30.100.1915.1
